Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision	include.in.diversity.stats	Old IDs	order	genus	species	element
LACMP23-33797	NSF-17-580	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-33798	NSF-17-581	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-33799	NSF-17-582	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-33800	NSF-17-583	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 1	8/6/2019	y					
LACMP23-33801	NSF-17-584	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus	sp	lt posterior dentary frag	no teeth	10/1/2018	y					
LACMP23-33802	NSF-17-585	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt anterior dentary frag	no teeth		y					
LACMP23-33803	NSF-17-586	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt posterior dentary frag	no teeth		y					
LACMP23-33804	NSF-17-587	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus 	sp	rt anterior dentary 	no teeth		y					
LACMP23-33805	NSF-17-588	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary	no teeth		y					
LACMP23-33806	NSF-17-589	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary 	worn m2-m3		y					
LACMP23-33807	NSF-17-590	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary	no teeth		y					
LACMP23-33808	NSF-17-591	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary	no teeth		y					
LACMP23-33809	NSF-17-592	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt anterior dentary	no teeth		y					
LACMP23-33810	NSF-17-593	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxilla	no teeth		y					
LACMP23-33811	NSF-17-594	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary	m3 alveolus sealed		y					
LACMP23-33812	NSF-17-595	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt anterior dentary	no teeth		y					
LACMP23-33813	NSF-17-596	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt dentary frag	no teeth		y					
LACMP23-33814	NSF-17-597	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt dentary frag	no teeth		y					
LACMP23-33815	NSF-17-598	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary frag	no teeth		y					
LACMP23-33816	NSF-17-599	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt posterior dentary frag	no teeth		y					
LACMP23-33817	NSF-17-600	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag	no teeth		y					
LACMP23-33818	NSF-17-601	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt dentary frag	no teeth		y					
LACMP23-33819	NSF-17-602	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag	no teeth		y					
LACMP23-33820	NSF-17-603	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-33821	NSF-17-604	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-33822	NSF-17-605	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	small accessory loph, surface covered	8/6/2019	y					
LACMP23-33823	NSF-17-606	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				maxillary frag			y					
LACMP23-33824	NSF-17-607	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	cf P. californicus	upper lt M1	Size ~Pcal	2/20/2020	y					
LACMP23-33825	NSF-17-608	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper lt M1	size intermediate b/w Pman and Pcal	8/6/2019	y					
LACMP23-33826	NSF-17-609	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper rt M2		1/29/2019	y					
LACMP23-33827	NSF-17-610	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M1	Suface covered; Pero or Onychomys	8/5/2019	y					
LACMP23-33828	NSF-17-611	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-33829	NSF-17-612	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-33830	NSF-17-613	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus 	sp	lower lt m1			y					
LACMP23-33831	NSF-17-614	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m2			y					
LACMP23-33832	NSF-17-615	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower lt m1	grade 0	8/6/2019	y					
LACMP23-33833	NSF-17-616	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-33834	NSF-17-617	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper lt M1	Small accessory loph	8/6/2019	y					
LACMP23-33835	NSF-17-618	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-33836	NSF-17-619	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower lt m1	grade 1, surface covered	8/6/2019	y					
LACMP23-33837	NSF-17-620	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower rt m1	grade 1+, juv?	8/6/2019	y					
specimen missing-not cataloged	NSF-17-621	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lower lt m1	worn		y					
LACMP23-33838	NSF-17-622	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	cf Peromyscus 	cf P. californicus	rt maxilla	large	2/20/2020	y					
LACMP23-33839	NSF-17-623	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	rt maxilla frag w/ M1	M1 covered with matrix	8/6/2019	y					
LACMP23-33840	NSF-17-624	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag			y					
LACMP23-33841	NSF-17-625	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag			y					
LACMP23-33842	NSF-17-626	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt maxillary frag			y					
LACMP23-33843	NSF-17-627	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxilla			y					
LACMP23-33844	NSF-17-628	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag			y					
LACMP23-33845	NSF-17-629	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxillary frag			y					
LACMP23-33846	NSF-17-630	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2		1/29/2019	y					
LACMP23-33847	NSF-17-631	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower rt m1	surface covered	8/6/2019	y					
LACMP23-34359	NSF-17-632	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	worn	8/6/2019	y					
LACMP23-33848	NSF-17-633	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1		8/6/2019	y					
LACMP23-33849	NSF-17-634	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper rt M2		1/29/2019	y					
LACMP23-33850	NSF-17-635	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	upper rt M1	maybe Onych?	8/6/2019	y					
LACMP23-33851	NSF-17-636	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lower rt m2		1/29/2019	y					
LACMP23-33852	NSF-17-637	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper lt M2	worn	1/29/2019	y					
LACMP23-33853	NSF-17-638	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt maxilla			y					
LACMP23-33854	NSF-17-639	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			molar frag			y					
LACMP23-33855	NSF-17-640	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			upper rt M2	worn		y					
LACMP23-33856	NSF-17-641	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			molar frag			y					
LACMP23-33857	NSF-17-642	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			molar	strange flat lophs		y					
LACMP23-33858	NSF-17-643	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	upper rt M2	surface covered, ~Pman sized	8/6/2019	y					
LACMP23-33859	NSF-17-644	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33860	NSF-17-645	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	audubonii	lower rt p3			y					
LACMP23-33861	NSF-17-646	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	bachmani	lower lt p3			y					
LACMP23-33862	NSF-17-647	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-33863	NSF-17-648	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33864	NSF-17-649	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33865	NSF-17-650	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33866	NSF-17-651	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-33867	NSF-17-652	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth	juv		y					
LACMP23-33868	NSF-17-653	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower lt tooth			y					
LACMP23-33869	NSF-17-654	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt P2			y					
LACMP23-33870	NSF-17-655	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper rt P2			y					
LACMP23-33871	NSF-17-656	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth			y					
LACMP23-33872	NSF-17-657	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth	juv		y					
LACMP23-33873	NSF-17-658	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33874	NSF-17-659	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper rt tooth			y					
LACMP23-33875	NSF-17-660	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower rt tooth			y					
LACMP23-33876	NSF-17-661	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	upper M3			y					
LACMP23-33877	NSF-17-662	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt anterior dentary frag			y					
LACMP23-33878	NSF-17-663	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt P2			y					
LACMP23-33879	NSF-17-664	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper lt tooth	juv		y					
LACMP23-33880	NSF-17-665	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper (rt?) P2	juv		y					
LACMP23-33881	NSF-17-666	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper rt tooth			y					
LACMP23-33882	NSF-17-667	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	partial upper rt tooth			y					
LACMP23-33883	NSF-17-668	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxilla			y					
LACMP23-33884	NSF-17-669	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	rt posterior dentary frag w/ p4-m1			y					
LACMP23-33885	NSF-17-670	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxilla  w/ P4 + M2	 juv		y					
LACMP23-33886	NSF-17-671	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lower tooth frag			y					
LACMP23-33887	NSF-17-672	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxilla			y					
LACMP23-33888	NSF-17-673	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper P2	juv		y					
LACMP23-33889	NSF-17-674	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	lower m3			y					
LACMP23-33890	NSF-17-675	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth	juv		y					
LACMP23-33891	NSF-17-676	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	upper M3			y					
LACMP23-33892	NSF-17-677	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower rt m1/m2			y					
LACMP23-33893	NSF-17-678	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower rt m1/m2			y					
LACMP23-33894	NSF-17-679	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	?bottae	lower rt p4		7/19/2020	y					
LACMP23-33895	NSF-17-680	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	upper lt M1/M2			y					
LACMP23-33896	NSF-17-681	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	partial lower rt p4			y					
LACMP23-33897	NSF-17-682	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower rt m1/m2			y					
LACMP23-33898	NSF-17-683	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	?Thomomys	sp	tooth	juv		y					
LACMP23-33899	NSF-17-684	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	?Thomomys	sp	partial tooth			y					
LACMP23-33900	NSF-17-685	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	upper lt M1/M2			y					
LACMP23-33901	NSF-17-686	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	lower rt m1/m2			y					
LACMP23-33902	NSF-17-687	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	M3- upper rt?			y					
LACMP23-33903	NSF-17-688	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33904	NSF-17-689	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33905	NSF-17-690	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33906	NSF-17-691	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33907	NSF-17-692	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				partial tooth			y					
LACMP23-33908	NSF-17-693	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33909	NSF-17-694	C2/L4	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower p4			y					
LACMP23-33910	NSF-17-695	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33911	NSF-17-696	C2/L4	Mammalia	Rodentia	?Heteromyidae				tooth	juv	1/29/2019	y					
LACMP23-33912	NSF-17-697	C2/L4	Mammalia	Rodentia	?Geomyidae				tooth frag		1/29/2019	y					
LACMP23-33913	NSF-17-698	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33914	NSF-17-699	C2/L4	Mammalia	Rodentia	?Geomyidae				tooth frag		1/29/2019	y					
LACMP23-33915	NSF-17-700	C2/L4	Mammalia	Rodentia	Geomyidae	Thomomyinae	Thomomys	sp	partial M3/m3			y					
LACMP23-33916	NSF-17-701	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33917	NSF-17-702	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33918	NSF-17-703	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33919	NSF-17-704	C2/L4	Mammalia	Rodentia	?Geomyidae				tooth frag		1/29/2019	y					
LACMP23-33920	NSF-17-705	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33921	NSF-17-706	C2/L4	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y					
LACMP23-33922	NSF-17-707	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	lower rt m1		5/17/2020	y					
LACMP23-33923	NSF-17-708	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae	Neotoma	sp	upper lt M1			y					
LACMP23-33924	NSF-17-709	C2/L4	Mammalia	Rodentia	Heteromyidae				tooth	rooted, very large for Perognathus, juv Diopodomys?		y					
LACMP23-33925	NSF-17-710	C2/L4	Mammalia	Rodentia	Cricetidae				partial molar	flat, worn?		n					
LACMP23-33926	NSF-17-711	C2/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			upper rt P4		1/29/2019	y					
LACMP23-33927	NSF-17-712	C2/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			upper rt P4		1/29/2019	y					
LACMP23-33928	NSF-17-713	C2/L4	Mammalia	Rodentia	Heteromyidae	Perognathinae			upper rt M1/M2		1/29/2019	y					
LACMP23-33929	NSF-17-714	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y					
LACMP23-33930	NSF-17-715	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-33931	NSF-17-716	C2/L4	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	tooth frag			y					
LACMP23-33932	NSF-17-717	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	upper tooth frag			y					
LACMP23-33933	NSF-17-718	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt m1/m2			y					
LACMP23-33934	NSF-17-719	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M1/M2	worn		y					
LACMP23-33935	NSF-17-720	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt p4			y					
LACMP23-33936	NSF-17-721	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	lower lt p4			y					
LACMP23-33937	NSF-17-722	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M1/M2	small		y					
LACMP23-33938	NSF-17-723	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial lower lt m3			y					
LACMP23-33939	NSF-17-724	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt P4			y					
LACMP23-33940	NSF-17-725	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M1/M2 frag			y					
LACMP23-33941	NSF-17-726	C2/L4	Mammalia	Rodentia	Sciuridae	Xerinae			lower tooth frag			y					
LACMP23-33942	NSF-17-727	C2/L4	Mammalia	Eulipotyphla	Soricidae	Soricinae			upper lt maxillary frag			y					
LACMP23-33943	NSF-17-728	C2/L4	Mammalia	Eulipotyphla	Soricidae	Soricinae	Sorex	sp	lt dentary		1/29/2019	y					
LACMP23-33944	NSF-17-729	C2/L4	Mammalia	Eulipotyphla	Soricidae	Soricinae	Sorex	sp	partial rt dentary		1/29/2019	y					
LACMP23-33945	NSF-17-730	C2/L4	Mammalia	Eulipotyphla	Soricidae	Soricinae	Sorex	sp	partial lt dentary		1/29/2019	y					
LACMP23-33946	NSF-17-731	C2/L4	Mammalia	Eulipotyphla	Soricidae	Soricinae	Sorex	sp	lt dentary	w/ 1 molariform tooth	1/29/2019	y					
LACMP23-33947	NSF-17-732	C2/L4	Mammalia	Carnivora					incisor frag	worn		n					
LACMP23-33948	NSF-17-733	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	upper tooth frag			y					
LACMP23-33949	NSF-17-734	C2/L4	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y					
LACMP23-33950	NSF-17-735	C2/L4	Mammalia	Rodentia	Cricetidae	Arvicolinae	?Microtus	sp	tooth frag			y					
LACMP23-33951	NSF-17-736	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			rt anterior dentary frag	no teeth		y					
LACMP23-33952	NSF-17-737	C2/L4	Mammalia	Rodentia	Cricetidae	Neotominae			lt anterior dentary frag	no teeth		y					
LACMP23-33953	NSF-17-738	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-33954	NSF-17-739	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M2			y					
LACMP23-33955	NSF-17-740	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-33956	NSF-17-741	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	californicus	lower lt m1		1/29/2019	y					
LACMP23-33957	NSF-17-742	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y					
LACMP23-33958	NSF-17-743	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	tooth frag			y					
LACMP23-33959	NSF-17-744	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-33960	NSF-17-745	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper lt M1			y					
LACMP23-33961	NSF-17-746	C3/L6	Mammalia	Rodentia	Cricetidae	Arvicolinae	Microtus	sp	upper rt M2			y					
LACMP23-33962	NSF-17-747	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	audubonii	lower rt p3	juv	1/29/2019	y					
LACMP23-33963	NSF-17-748	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth			y					
LACMP23-33964	NSF-17-749	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	partial upper tooth			y					
LACMP23-33965	NSF-17-750	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33966	NSF-17-751	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	partial tooth			y					
LACMP23-33967	NSF-17-752	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper lt tooth	large for Sylvilagus	9/13/2018	y					
LACMP23-33968	NSF-17-753	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper rt tooth			y					
LACMP23-33969	NSF-17-754	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper rt tooth			y					
LACMP23-33970	NSF-17-755	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt p3	juv		y					
LACMP23-33971	NSF-17-756	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth	juv		y					
LACMP23-33972	NSF-17-757	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth			y					
LACMP23-33973	NSF-17-758	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth	juv		y					
LACMP23-33974	NSF-17-759	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper lt tooth			y					
LACMP23-33975	NSF-17-760	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33976	NSF-17-761	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	rt anterior dentary frag			y					
LACMP23-33977	NSF-17-762	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper lt tooth			y					
LACMP23-33978	NSF-17-763	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper lt tooth			y					
LACMP23-33979	NSF-17-764	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower tooth frag			y					
LACMP23-33980	NSF-17-765	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth			y					
LACMP23-33981	NSF-17-766	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	upper tooth frag			y					
LACMP23-33982	NSF-17-767	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper rt tooth frag			y					
LACMP23-33983	NSF-17-768	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	lower lt tooth frag			y					
LACMP23-33984	NSF-17-769	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	lower rt tooth frag			y					
LACMP23-33985	NSF-17-770	C3/L6	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y					
LACMP23-33986	NSF-17-771	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper tooth frag			y					
LACMP23-33987	NSF-17-772	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper tooth frag			y					
LACMP23-33988	NSF-17-773	C3/L6	Mammalia	Rodentia					tooth	strange shape		n					
LACMP23-33989	NSF-17-774	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33990	NSF-17-775	C3/L6	Mammalia	Lagomorpha	Leporidae		Sylvilagus 	sp	upper tooth frag			y					
LACMP23-33991	NSF-17-776	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33992	NSF-17-777	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33993	NSF-17-778	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33994	NSF-17-779	C3/L6	Mammalia	Rodentia	?Geomyidae				tooth frag		1/29/2019	y					
LACMP23-33995	NSF-17-780	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33996	NSF-17-781	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33997	NSF-17-782	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33998	NSF-17-783	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
LACMP23-33999	NSF-17-784	C3/L6	Mammalia	Lagomorpha	Leporidae		?Sylvilagus 	sp	tooth frag			y					
